imdb,year,title,test,budget,domestic_gross,foreign_gross
tt0088763,1985,Back to the Future,notalk-disagree,41136059,455981879,375128603
tt0088846,1985,Brazil,ok,32475836,21497131,0
tt0088944,1985,Commando,notalk,21650558,75937118,0
tt0088993,1985,Day of the Dead,nowomen,38971004,NA,NA
tt0089457,1985,Ladyhawke,nowomen,43301115,39837026,0
tt0089469,1985,Legend,dubious,54126394,33562937,0
tt0091578,1985,My Beautiful Laundrette,men,866022,NA,NA
tt0089893,1985,Red Sonja,ok,38754498,14951574,0
tt0089908,1985,Return to Oz,ok,58456506,22990322,0
tt0088939,1985,The Color Purple,ok,32475836,202626921,0
tt0087800,1984,A nightmare on Elm Street,men-disagree,78450540,141379105,122505248
tt0086879,1984,Amadeus,ok-disagree,40345992,116494634,0
tt0086960,1984,Beverly Hills Cop,nowomen,33621660,526202467,182766272
tt0086984,1984,Body Double,men,22414440,19729056,0
tt0087078,1984,Conan the Destroyer,dubious,40345992,59174122,0
tt0087182,1984,Dune,dubious-disagree,100864980,61521969,0
tt0087298,1984,Friday the 13th Part IV: The Final Chapter,ok,5827754,73924796,0
tt0087332,1984,Ghostbusters,notalk-disagree,67243320,534880544,118796533
tt0087363,1984,Gremlins,notalk-disagree,24655884,332111304,0
tt0087469,1984,Indiana Jones and the Temple of Doom,nowomen,62760432,403191555,343389222
tt0087928,1984,Police Academy,dubious,10086498,182002774,0
tt0087995,1984,Repo Man,men,3362166,5155321,0
tt0088161,1984,Splash,notalk,17931552,140313263,0
tt0088170,1984,Star Trek III: The Search for Spock,notalk,40345992,171405568,23600061
tt0087538,1984,The Karate Kid,ok,89657760,395820224,409063531
tt0088247,1984,The Terminator,men-disagree,14345242,85217529,89657760
tt0085549,1983,Flashdance,ok,16375486,211626424,259668417
tt0086190,1983,Star Wars: Episode VI - Return of the Jedi,nowomen-disagree,76029041,723340482,616408190
tt0086393,1983,Superman III,ok,91234849,140245796,0
tt0086541,1983,Videodrome,men,13923842,4960460,0
tt0086567,1983,WarGames,notalk,28072261,174127177,0
tt0083658,1982,Blade Runner,notalk,67571504,78808471,1166309
tt0083722,1982,Cat People,ok,30165850,16892876,33785752
tt0082198,1982,Conan the Barbarian,notalk,48265360,92341492,98581998
tt0083833,1982,Diner,notalk,12066340,30390060,0
tt0083866,1982,E.T.: The Extra-Terrestrial,dubious,25339314,1050038377,863599471
tt0083929,1982,Fast Times at Ridgemont High,men,10859706,65382380,0
tt0083944,1982,First Blood,nowomen,33785752,113937390,188234905
tt0083972,1982,Friday the 13th Part III,dubious,5429853,88542965,0
tt0084516,1982,Poltergeist,ok,25821968,180285645,113423596
tt0084522,1982,Porky's,men,9653072,264234708,0
tt0084726,1982,Star Trek: The Wrath of Khan,dubious-disagree,28959216,192851397,40752946
tt0083642,1982,The Best Little Whorehouse in Texas,ok,49471994,168208730,0
tt0084805,1982,Tootsie,notalk-disagree,36199020,427631090,0
tt0084827,1982,TRON,nowomen-disagree,41025556,64961738,0
tt0082096,1981,Das Boot,nowomen,30742635,29430119,188254217
tt0082340,1981,Escape from New York,nowomen-disagree,15371317,64674049,0
tt0082418,1981,Friday the 13th Part 2,notalk,3202358,55651281,0
tt0082495,1981,Halloween II,ok,6404716,65414737,0
tt0082509,1981,Heavy Metal,notalk,23825542,50138908,0
tt0082517,1981,History of the World: Part I,notalk-disagree,28180748,81140060,0
tt0082971,1981,Raiders of the Lost Ark,nowomen-disagree,51237724,635757611,363188362
tt0083907,1981,The Evil Dead,notalk,960707,6148527,69170928
tt0081633,1981,Time Bandits,notalk,30742635,95814545,0
tt0080339,1980,Airplane!,dubious,9897188,235987236,0
tt0080492,1980,Can't Stop the Music,ok,56555357,5655536,0
tt0080716,1980,Fame,ok,50899822,63498970,156945208
tt0080745,1980,Flash Gordon,dubious,98971875,76655018,0
tt0080761,1980,Friday the 13th,men-disagree,48072054,183810620,75497873
tt0080855,1980,Heaven's Gate,nowomen,124421786,9852879,0
tt0081375,1980,Private Benjamin,ok,42416518,197512086,0
tt0081398,1980,Raging Bull,notalk,50899822,66113787,0
tt0081534,1980,Somewhere in Time,men,14421616,27456486,0
tt0080684,1980,Star Wars: Episode V - The Empire Strikes Back,nowomen-disagree,65038661,820821721,689692582
tt0081573,1980,Superman II,dubious,152699465,305924063,0
tt0080455,1980,The Blues Brothers,notalk,76349732,161832844,0
tt0080749,1980,The Fog,ok,50899822,83450574,21314057
tt0081505,1980,The Shining,men-disagree,53727589,124470916,0
tt0078748,1979,Alien,ok,28886103,259752278,393813868
tt0078788,1979,Apocalypse Now,nowomen-disagree,101101360,252913878,0
tt0079574,1979,Moonraker,notalk,99496576,225632559,449339377
tt0079945,1979,Star Trek: The Motion Picture,notalk,112334844,264014024,182115786
tt0078767,1979,The Amityville Horror,ok,59376989,209370867,141035768
tt0077975,1978,Animal House,men,10712118,505611968,0
tt0077402,1978,Dawn of the Dead,nowomen,99979768,210638678,158761122
tt0077405,1978,Days of Heaven,ok,10712118,12307327,764599
tt0077631,1978,Grease,ok,21424236,649203517,734494222
tt0077651,1978,Halloween,dubious,53560590,208062006,68719130
tt0077713,1978,I Spit on Your Grave,nowomen,6248735,332258,4232786
tt0078346,1978,Superman,notalk,196388829,479253080,592672857
tt0077416,1978,The Deer Hunter,notalk,53560590,178535299,0
tt0075784,1977,A Bridge Too Far,notalk,99921804,195231833,0
tt0075686,1977,Annie Hall,ok,15372585,147005823,0
tt0075860,1977,Close Encounters of the Third Kind,notalk,76862926,637962288,659868222
tt0074486,1977,Eraserhead,nowomen,384315,26902024,0
tt0076141,1977,High Anxiety,notalk,13066697,119379800,0
tt0076245,1977,Julia,ok,23058878,250220,4996090
tt0076759,1977,Star Wars,notalk,42274609,1771682790,1294763652
tt0074156,1976,Assault on Precinct 13,notalk,122754817,82003880,65469236
tt0074512,1976,Family Plot,ok,12275482,54012120,0
tt0074812,1976,Logan's Run,men,28642791,102295681,0
tt0074958,1976,Network,ok,15548943,96934884,0
tt0075148,1976,Rocky,notalk,4091827,479705967,440955161
tt0075222,1976,Silent Movie,notalk,18004040,147901939,0
tt0075249,1976,Sparkle,ok,40918272,99830228,1075553
tt0075314,1976,Taxi Driver,notalk,4091827,115645570,0
tt0072684,1975,Barry Lyndon,notalk,47609104,86562007,0
tt0073195,1975,Jaws,notalk,51937204,1125306085,911930738
tt0071853,1975,Monty Python and the Holy Grail,men,1731240,14835412,6930379
tt0073486,1975,One Flew Over the Cuckoo's Nest,men,19043641,471681892,0
tt0073629,1975,The Rocky Horror Picture Show,dubious-disagree,5193720,605399166,0
tt0071222,1974,Black Christmas,ok,42513535,76693179,0
tt0071230,1974,Blazing Saddles,notalk,12281688,564485269,0
tt0071360,1974,The Conversation,notalk,7557962,20878869,0
tt0071562,1974,The Godfather: Part II,ok,61408439,270669505,0
tt0072271,1974,The Texas Chain Saw Massacre,notalk,661322,125520924,0
tt0072308,1974,The Towering Inferno,notalk,661322,125520924,0
tt0072431,1974,Young Frankenstein,men,13226433,407657562,0
tt0069704,1973,American Graffiti,men,4074506,603047833,131097356
tt0068699,1973,High Plains Drifter,notalk,82329139,82329139,0
tt0070707,1973,Sleeper,notalk,10487788,96197818,0
tt0070047,1973,The Exorcist,ok,62926730,1074306128,1037594307
tt0070735,1973,The Sting,notalk,28841418,837011132,0
tt0068156,1972,1776,notalk,22288557,NA,NA
tt0069089,1972,Pink Flamingos,ok,66866,2305762,0
tt0068646,1972,The Godfather,notalk-disagree,39004975,752051643,744067760
tt0067065,1971,Escape from the Planet of the Apes,notalk,14386286,70780525,0
tt0067741,1971,Shaft,notalk,305063707,404702718,212124285
tt0067800,1971,Straw Dogs,notalk,143862856,59412143,5348130
tt0067116,1971,The French Connection,notalk,12659931,236848653,0
tt0067992,1971,Willy Wonka & the Chocolate Factory,men-disagree,17263543,23018057,0
tt0065466,1970,Beyond the Valley of the Dolls,ok,5997631,53978683,0
